shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint, wrist_3_joint
-1.2504,-1.7604,-1.8668,-4.2375,-1.2769,-3.2386
-1.2373,-1.7572,-1.8723,-4.2343,-1.272,-3.257
-1.2242,-1.7538,-1.8778,-4.2309,-1.267,-3.2754
-1.2112,-1.7502,-1.8834,-4.2276,-1.262,-3.2937
-1.1982,-1.7465,-1.889,-4.2241,-1.2569,-3.312
-1.1853,-1.7426,-1.8947,-4.2206,-1.2518,-3.3303
-1.1725,-1.7386,-1.9004,-4.2171,-1.2466,-3.3485
-1.1596,-1.7344,-1.9061,-4.2135,-1.2414,-3.3667
-1.1469,-1.7301,-1.9119,-4.2099,-1.2361,-3.3848
-1.1342,-1.7256,-1.9177,-4.2062,-1.2307,-3.4028
-1.1215,-1.721,-1.9236,-4.2025,-1.2253,-3.4209
-1.109,-1.7162,-1.9295,-4.1987,-1.2199,-3.4388
-1.0964,-1.7112,-1.9354,-4.1949,-1.2144,-3.4568
-1.0839,-1.7061,-1.9414,-4.191,-1.2088,-3.4746
-1.0715,-1.7009,-1.9474,-4.187,-1.2032,-3.4924
-1.0592,-1.6955,-1.9534,-4.183,-1.1975,-3.5102
-1.0469,-1.69,-1.9595,-4.179,-1.1918,-3.5279
-1.0347,-1.6843,-1.9656,-4.1749,-1.186,-3.5455
-1.0225,-1.6785,-1.9718,-4.1707,-1.1802,-3.5631
-1.0104,-1.6726,-1.9779,-4.1665,-1.1743,-3.5806
-0.99835,-1.6665,-1.9841,-4.1623,-1.1684,-3.598
-0.98637,-1.6602,-1.9903,-4.158,-1.1624,-3.6154
-0.97447,-1.6538,-1.9966,-4.1536,-1.1563,-3.6327
-0.96263,-1.6473,-2.0028,-4.1492,-1.1502,-3.6499
-0.95085,-1.6406,-2.0091,-4.1448,-1.1441,-3.6671
-0.93915,-1.6339,-2.0155,-4.1402,-1.1379,-3.6842
-0.92752,-1.6269,-2.0218,-4.1357,-1.1317,-3.7012
-0.91596,-1.6199,-2.0281,-4.1311,-1.1253,-3.7181
-0.90446,-1.6127,-2.0345,-4.1264,-1.119,-3.735
-0.89305,-1.6053,-2.0409,-4.1217,-1.1126,-3.7518
-0.8817,-1.5979,-2.0473,-4.1169,-1.1061,-3.7685
-0.87043,-1.5903,-2.0537,-4.112,-1.0996,-3.7851
-0.85923,-1.5826,-2.0601,-4.1072,-1.0931,-3.8016
-0.8481,-1.5748,-2.0665,-4.1022,-1.0864,-3.818
-0.83706,-1.5668,-2.073,-4.0972,-1.0798,-3.8344
-0.82609,-1.5587,-2.0794,-4.0922,-1.0731,-3.8507
-0.81519,-1.5505,-2.0859,-4.0871,-1.0663,-3.8668
-0.80437,-1.5422,-2.0924,-4.0819,-1.0595,-3.8829
-0.79364,-1.5338,-2.0988,-4.0767,-1.0526,-3.8989
-0.78298,-1.5252,-2.1053,-4.0715,-1.0457,-3.9148
-0.7724,-1.5165,-2.1117,-4.0662,-1.0387,-3.9306
-0.7619,-1.5078,-2.1182,-4.0608,-1.0317,-3.9463
-0.75148,-1.4989,-2.1247,-4.0554,-1.0247,-3.9619
-0.74114,-1.4899,-2.1311,-4.0499,-1.0175,-3.9774
-0.73089,-1.4808,-2.1375,-4.0444,-1.0104,-3.9928
-0.72072,-1.4716,-2.144,-4.0389,-1.0032,-4.008
-0.71063,-1.4623,-2.1504,-4.0332,-0.9959,-4.0232
-0.70062,-1.4529,-2.1568,-4.0276,-0.98858,-4.0383
-0.6907,-1.4434,-2.1632,-4.0218,-0.98122,-4.0533
-0.68086,-1.4338,-2.1696,-4.0161,-0.97382,-4.0681
-0.67111,-1.4241,-2.176,-4.0102,-0.96636,-4.0829
-0.66144,-1.4143,-2.1823,-4.0043,-0.95886,-4.0975
-0.65186,-1.4044,-2.1886,-3.9984,-0.95131,-4.112
-0.64237,-1.3944,-2.195,-3.9924,-0.94371,-4.1264
-0.63296,-1.3843,-2.2012,-3.9864,-0.93606,-4.1407
-0.62364,-1.3742,-2.2075,-3.9803,-0.92837,-4.1549
-0.61441,-1.364,-2.2137,-3.9741,-0.92063,-4.1689
-0.60527,-1.3537,-2.2199,-3.9679,-0.91285,-4.1829
-0.59621,-1.3433,-2.2261,-3.9617,-0.90502,-4.1967
-0.58725,-1.3328,-2.2322,-3.9554,-0.89715,-4.2104
-0.57837,-1.3223,-2.2383,-3.949,-0.88923,-4.2239
-0.56958,-1.3117,-2.2444,-3.9426,-0.88126,-4.2374
-0.56089,-1.301,-2.2504,-3.9362,-0.87325,-4.2507
-0.55228,-1.2902,-2.2564,-3.9297,-0.8652,-4.2639
-0.54376,-1.2794,-2.2623,-3.9231,-0.8571,-4.2769
-0.53534,-1.2685,-2.2682,-3.9165,-0.84896,-4.2899
-0.527,-1.2576,-2.274,-3.9099,-0.84078,-4.3026
-0.51876,-1.2466,-2.2798,-3.9032,-0.83256,-4.3153
-0.51061,-1.2356,-2.2856,-3.8964,-0.82429,-4.3278
-0.50255,-1.2244,-2.2913,-3.8896,-0.81598,-4.3402
-0.49458,-1.2133,-2.2969,-3.8828,-0.80763,-4.3525
-0.4867,-1.2021,-2.3025,-3.8759,-0.79924,-4.3646
-0.47892,-1.1908,-2.3081,-3.8689,-0.7908,-4.3766
-0.47123,-1.1795,-2.3135,-3.8619,-0.78233,-4.3884
-0.46363,-1.1682,-2.3189,-3.8549,-0.77382,-4.4001
-0.45612,-1.1568,-2.3243,-3.8478,-0.76526,-4.4117
-0.44871,-1.1454,-2.3296,-3.8406,-0.75667,-4.4231
-0.44139,-1.1339,-2.3348,-3.8334,-0.74804,-4.4344
-0.43416,-1.1224,-2.3399,-3.8262,-0.73937,-4.4455
-0.42702,-1.1109,-2.345,-3.8189,-0.73066,-4.4565
-0.41998,-1.0994,-2.35,-3.8115,-0.72192,-4.4673
-0.41303,-1.0878,-2.3549,-3.8042,-0.71314,-4.478
-0.40618,-1.0762,-2.3598,-3.7967,-0.70432,-4.4886
-0.39941,-1.0646,-2.3645,-3.7893,-0.69546,-4.4989
-0.39274,-1.0529,-2.3692,-3.7817,-0.68657,-4.5092
-0.38617,-1.0413,-2.3738,-3.7742,-0.67765,-4.5193
-0.37969,-1.0296,-2.3783,-3.7665,-0.66869,-4.5292
-0.3733,-1.0179,-2.3828,-3.7589,-0.65969,-4.539
-0.367,-1.0062,-2.3871,-3.7512,-0.65067,-4.5486
-0.36079,-0.99455,-2.3914,-3.7434,-0.64161,-4.5581
-0.35468,-0.98285,-2.3955,-3.7356,-0.63251,-4.5674
-0.34866,-0.97115,-2.3996,-3.7278,-0.62338,-4.5766
-0.34274,-0.95945,-2.4036,-3.7199,-0.61423,-4.5856
-0.3369,-0.94775,-2.4074,-3.7119,-0.60504,-4.5945
-0.33116,-0.93606,-2.4112,-3.704,-0.59582,-4.6032
-0.32551,-0.92438,-2.4149,-3.696,-0.58657,-4.6117
-0.31995,-0.91271,-2.4184,-3.6879,-0.57728,-4.6201
-0.31449,-0.90105,-2.4219,-3.6798,-0.56798,-4.6283
-0.30911,-0.88941,-2.4253,-3.6716,-0.55864,-4.6363
-0.30383,-0.87779,-2.4285,-3.6635,-0.54927,-4.6442
-0.29864,-0.86618,-2.4316,-3.6552,-0.53988,-4.652
-0.29353,-0.8546,-2.4347,-3.647,-0.53046,-4.6595
-0.28852,-0.84305,-2.4376,-3.6386,-0.52101,-4.6669
-0.2836,-0.83152,-2.4403,-3.6303,-0.51153,-4.6742
-0.27877,-0.82002,-2.443,-3.6219,-0.50204,-4.6812
-0.27403,-0.80855,-2.4456,-3.6135,-0.49251,-4.6881
-0.26938,-0.79712,-2.448,-3.605,-0.48296,-4.6949
-0.26481,-0.78572,-2.4503,-3.5965,-0.47339,-4.7014
-0.26034,-0.77437,-2.4525,-3.5879,-0.4638,-4.7078
-0.25595,-0.76305,-2.4545,-3.5793,-0.45418,-4.7141
-0.25165,-0.75178,-2.4565,-3.5707,-0.44454,-4.7202
-0.24744,-0.74056,-2.4583,-3.562,-0.43488,-4.726
-0.24331,-0.72938,-2.4599,-3.5533,-0.4252,-4.7318
-0.23928,-0.71826,-2.4614,-3.5446,-0.4155,-4.7373
-0.23532,-0.70719,-2.4628,-3.5358,-0.40578,-4.7427
-0.23146,-0.69617,-2.4641,-3.527,-0.39604,-4.7479
-0.22768,-0.68522,-2.4652,-3.5182,-0.38629,-4.753
-0.22398,-0.67432,-2.4662,-3.5093,-0.37651,-4.7579
-0.22037,-0.66348,-2.467,-3.5004,-0.36672,-4.7626
-0.21684,-0.65271,-2.4677,-3.4914,-0.35691,-4.7671
-0.21339,-0.64201,-2.4682,-3.4824,-0.34709,-4.7714
-0.21003,-0.63137,-2.4686,-3.4734,-0.33725,-4.7756
-0.20675,-0.62081,-2.4689,-3.4644,-0.3274,-4.7796
-0.20355,-0.61032,-2.469,-3.4553,-0.31753,-4.7835
-0.20044,-0.5999,-2.4689,-3.4462,-0.30766,-4.7871
-0.1974,-0.58956,-2.4687,-3.437,-0.29776,-4.7906
-0.19444,-0.5793,-2.4683,-3.4279,-0.28786,-4.7939
-0.19156,-0.56913,-2.4678,-3.4186,-0.27795,-4.7971
-0.18876,-0.55903,-2.4671,-3.4094,-0.26802,-4.8
-0.18604,-0.54903,-2.4663,-3.4001,-0.25809,-4.8028
-0.1834,-0.53911,-2.4653,-3.3908,-0.24815,-4.8054
-0.18083,-0.52928,-2.4642,-3.3815,-0.2382,-4.8079
-0.17834,-0.51954,-2.4628,-3.3722,-0.22824,-4.8101
-0.17593,-0.50989,-2.4614,-3.3628,-0.21827,-4.8122
-0.17359,-0.50034,-2.4597,-3.3534,-0.2083,-4.8141
-0.17132,-0.49089,-2.4579,-3.3439,-0.19832,-4.8159
-0.16913,-0.48154,-2.4559,-3.3345,-0.18834,-4.8174
-0.16701,-0.47229,-2.4538,-3.325,-0.17836,-4.8188
-0.16496,-0.46314,-2.4515,-3.3155,-0.16837,-4.82
-0.16298,-0.4541,-2.449,-3.3059,-0.15837,-4.821
-0.16108,-0.44516,-2.4463,-3.2964,-0.14838,-4.8219
-0.15924,-0.43633,-2.4435,-3.2868,-0.13839,-4.8226
-0.15747,-0.42761,-2.4404,-3.2772,-0.12839,-4.8231
-0.15577,-0.41901,-2.4373,-3.2675,-0.1184,-4.8234
-0.15414,-0.41052,-2.4339,-3.2579,-0.1084,-4.8235
-0.15258,-0.40214,-2.4304,-3.2482,-0.098409,-4.8235
-0.15108,-0.39388,-2.4266,-3.2385,-0.088419,-4.8233
-0.14964,-0.38574,-2.4227,-3.2288,-0.078433,-4.8229
-0.14827,-0.37772,-2.4187,-3.219,-0.06845,-4.8224
-0.14696,-0.36982,-2.4144,-3.2093,-0.058472,-4.8216
-0.14572,-0.36204,-2.41,-3.1995,-0.048499,-4.8207
-0.14453,-0.35439,-2.4053,-3.1897,-0.038533,-4.8196
-0.14341,-0.34687,-2.4005,-3.1798,-0.028573,-4.8184
-0.14235,-0.33947,-2.3955,-3.17,-0.018621,-4.8169
-0.14135,-0.3322,-2.3903,-3.1602,-0.0086779,-4.8153
-0.1404,-0.32506,-2.385,-3.1503,0.0012564,-4.8135
-0.13951,-0.31806,-2.3794,-3.1404,0.011181,-4.8116
-0.13868,-0.31119,-2.3737,-3.1305,0.021094,-4.8094
-0.13791,-0.30445,-2.3677,-3.1206,0.030997,-4.8071
-0.13719,-0.29784,-2.3616,-3.1106,0.040887,-4.8046
-0.13652,-0.29138,-2.3553,-3.1007,0.050764,-4.802
-0.1359,-0.28505,-2.3488,-3.0907,0.060627,-4.7992
-0.13534,-0.27886,-2.3421,-3.0808,0.070476,-4.7962
-0.13483,-0.27282,-2.3353,-3.0708,0.08031,-4.793
-0.13436,-0.26691,-2.3282,-3.0608,0.090128,-4.7896
-0.13395,-0.26115,-2.3209,-3.0508,0.099928,-4.7861
-0.13358,-0.25553,-2.3135,-3.0408,0.10971,-4.7824
-0.13327,-0.25005,-2.3058,-3.0307,0.11948,-4.7786
-0.13299,-0.24472,-2.298,-3.0207,0.12922,-4.7745
-0.13277,-0.23954,-2.29,-3.0106,0.13895,-4.7703
-0.13258,-0.23451,-2.2818,-3.0006,0.14865,-4.7659
-0.13244,-0.22962,-2.2733,-2.9905,0.15834,-4.7614
-0.13234,-0.22488,-2.2647,-2.9805,0.168,-4.7567
-0.13229,-0.2203,-2.2559,-2.9704,0.17764,-4.7518
-0.13227,-0.21586,-2.2469,-2.9603,0.18725,-4.7468
-0.13229,-0.21158,-2.2377,-2.9502,0.19685,-4.7415
-0.13235,-0.20745,-2.2284,-2.9401,0.20641,-4.7362
-0.13245,-0.20347,-2.2188,-2.93,0.21595,-4.7306
-0.13258,-0.19965,-2.209,-2.9199,0.22546,-4.7249
-0.13275,-0.19598,-2.199,-2.9098,0.23495,-4.719
-0.13295,-0.19246,-2.1889,-2.8997,0.24441,-4.713
-0.13318,-0.1891,-2.1785,-2.8896,0.25383,-4.7068
-0.13345,-0.1859,-2.168,-2.8795,0.26323,-4.7004
-0.13375,-0.18285,-2.1572,-2.8693,0.2726,-4.6938
-0.13407,-0.17996,-2.1463,-2.8592,0.28193,-4.6871
-0.13443,-0.17723,-2.1352,-2.8491,0.29124,-4.6803
-0.13481,-0.17466,-2.1239,-2.839,0.30051,-4.6733
-0.13522,-0.17224,-2.1124,-2.8289,0.30975,-4.6661
-0.13566,-0.16999,-2.1007,-2.8188,0.31895,-4.6587
-0.13612,-0.16789,-2.0888,-2.8086,0.32812,-4.6512
-0.1366,-0.16595,-2.0767,-2.7985,0.33725,-4.6436
-0.13711,-0.16417,-2.0644,-2.7884,0.34634,-4.6357
-0.13764,-0.16255,-2.0519,-2.7783,0.3554,-4.6278
-0.13818,-0.16109,-2.0393,-2.7682,0.36442,-4.6196
-0.13875,-0.15979,-2.0264,-2.7581,0.3734,-4.6114
-0.13933,-0.15865,-2.0134,-2.748,0.38234,-4.6029
-0.13994,-0.15767,-2.0002,-2.738,0.39124,-4.5943
-0.14055,-0.15685,-1.9868,-2.7279,0.4001,-4.5856
-0.14119,-0.15619,-1.9732,-2.7178,0.40891,-4.5767
-0.14183,-0.15569,-1.9594,-2.7078,0.41769,-4.5676
-0.14249,-0.15535,-1.9454,-2.6977,0.42642,-4.5584
-0.14316,-0.15517,-1.9313,-2.6877,0.4351,-4.549
-0.14384,-0.15515,-1.917,-2.6776,0.44374,-4.5395
-0.14454,-0.15529,-1.9025,-2.6676,0.45234,-4.5299
-0.14524,-0.15559,-1.8878,-2.6576,0.46089,-4.5201
-0.14594,-0.15605,-1.8729,-2.6476,0.46939,-4.5101
-0.14666,-0.15666,-1.8578,-2.6376,0.47785,-4.5
-0.14737,-0.15744,-1.8426,-2.6276,0.48625,-4.4898
-0.1481,-0.15837,-1.8272,-2.6176,0.49461,-4.4794
-0.14882,-0.15946,-1.8116,-2.6077,0.50291,-4.4689
-0.14955,-0.16071,-1.7958,-2.5977,0.51117,-4.4582
-0.15028,-0.16212,-1.7799,-2.5878,0.51937,-4.4474
-0.15101,-0.16368,-1.7638,-2.5779,0.52753,-4.4365
-0.15174,-0.1654,-1.7475,-2.568,0.53562,-4.4254
-0.15246,-0.16727,-1.7311,-2.5581,0.54367,-4.4141
-0.15319,-0.1693,-1.7144,-2.5482,0.55166,-4.4028
-0.1539,-0.17148,-1.6976,-2.5384,0.5596,-4.3913
-0.15462,-0.17382,-1.6807,-2.5285,0.56748,-4.3796
-0.15532,-0.17631,-1.6636,-2.5187,0.5753,-4.3678
-0.15602,-0.17896,-1.6463,-2.5089,0.58307,-4.3559
-0.15671,-0.18175,-1.6288,-2.4991,0.59078,-4.3439
-0.1574,-0.1847,-1.6112,-2.4894,0.59843,-4.3317
-0.15807,-0.1878,-1.5934,-2.4796,0.60603,-4.3194
-0.15873,-0.19105,-1.5755,-2.4699,0.61356,-4.307
-0.15937,-0.19444,-1.5574,-2.4602,0.62103,-4.2944
-0.16001,-0.19799,-1.5392,-2.4505,0.62845,-4.2817
-0.16063,-0.20168,-1.5208,-2.4409,0.6358,-4.2689
-0.16123,-0.20552,-1.5022,-2.4312,0.64308,-4.256
-0.16182,-0.2095,-1.4835,-2.4216,0.65031,-4.2429
-0.16239,-0.21363,-1.4647,-2.412,0.65747,-4.2297
-0.16294,-0.2179,-1.4457,-2.4025,0.66457,-4.2164
-0.16347,-0.22232,-1.4266,-2.3929,0.6716,-4.203
-0.16398,-0.22687,-1.4073,-2.3834,0.67857,-4.1894
-0.16447,-0.23157,-1.3878,-2.3739,0.68547,-4.1758
-0.16494,-0.2364,-1.3683,-2.3644,0.69231,-4.162
-0.16538,-0.24138,-1.3486,-2.355,0.69908,-4.1481
-0.1658,-0.24649,-1.3287,-2.3455,0.70578,-4.134
-0.16619,-0.25174,-1.3088,-2.3361,0.71241,-4.1199
-0.16656,-0.25712,-1.2886,-2.3268,0.71898,-4.1056
-0.1669,-0.26264,-1.2684,-2.3174,0.72547,-4.0913
-0.16722,-0.26829,-1.248,-2.3081,0.7319,-4.0768
-0.1675,-0.27407,-1.2275,-2.2988,0.73825,-4.0622
-0.16775,-0.27999,-1.2069,-2.2896,0.74453,-4.0475
-0.16798,-0.28603,-1.1862,-2.2804,0.75074,-4.0327
-0.16817,-0.2922,-1.1653,-2.2712,0.75688,-4.0178
-0.16833,-0.29849,-1.1443,-2.262,0.76295,-4.0028
-0.16845,-0.30491,-1.1232,-2.2528,0.76894,-3.9877
-0.16854,-0.31146,-1.102,-2.2437,0.77486,-3.9725
-0.1686,-0.31812,-1.0807,-2.2347,0.78071,-3.9571
-0.16862,-0.32491,-1.0593,-2.2256,0.78648,-3.9417
-0.1686,-0.33182,-1.0377,-2.2166,0.79217,-3.9262
-0.16855,-0.33884,-1.0161,-2.2076,0.79779,-3.9106
-0.16845,-0.34599,-0.99432,-2.1987,0.80333,-3.8948
-0.16832,-0.35324,-0.97246,-2.1897,0.8088,-3.879
-0.16815,-0.36062,-0.95051,-2.1809,0.81419,-3.8631
-0.16793,-0.3681,-0.92846,-2.172,0.8195,-3.8471
-0.16768,-0.3757,-0.90631,-2.1632,0.82473,-3.831
-0.16738,-0.3834,-0.88408,-2.1544,0.82988,-3.8148
-0.16704,-0.39122,-0.86175,-2.1457,0.83496,-3.7985
-0.16665,-0.39914,-0.83933,-2.1369,0.83996,-3.7822
-0.16622,-0.40716,-0.81683,-2.1283,0.84487,-3.7657
-0.16574,-0.41529,-0.79425,-2.1196,0.84971,-3.7492
-0.16522,-0.42352,-0.77159,-2.111,0.85446,-3.7325
-0.16465,-0.43185,-0.74884,-2.1024,0.85913,-3.7158
-0.16403,-0.44028,-0.72603,-2.0939,0.86373,-3.699
-0.16337,-0.4488,-0.70314,-2.0854,0.86824,-3.6821
-0.16265,-0.45742,-0.68017,-2.0769,0.87266,-3.6652
-0.16188,-0.46614,-0.65715,-2.0685,0.87701,-3.6482
-0.16107,-0.47494,-0.63405,-2.0601,0.88127,-3.631
-0.1602,-0.48384,-0.61089,-2.0518,0.88545,-3.6138
-0.15928,-0.49283,-0.58767,-2.0435,0.88955,-3.5966
-0.15831,-0.5019,-0.56439,-2.0352,0.89356,-3.5792
-0.15729,-0.51106,-0.54106,-2.027,0.89748,-3.5618
-0.15621,-0.5203,-0.51767,-2.0188,0.90132,-3.5443
-0.15507,-0.52963,-0.49424,-2.0106,0.90508,-3.5268
-0.15389,-0.53903,-0.47075,-2.0025,0.90875,-3.5092
-0.15264,-0.54851,-0.44722,-1.9944,0.91234,-3.4915
-0.15134,-0.55807,-0.42365,-1.9864,0.91584,-3.4737
-0.14999,-0.56771,-0.40003,-1.9784,0.91925,-3.4559
-0.14857,-0.57742,-0.37638,-1.9704,0.92258,-3.438
-0.1471,-0.5872,-0.35269,-1.9625,0.92582,-3.42
-0.14557,-0.59705,-0.32897,-1.9546,0.92897,-3.402
-0.14399,-0.60697,-0.30522,-1.9468,0.93204,-3.3839
-0.14234,-0.61696,-0.28144,-1.939,0.93501,-3.3658
-0.14063,-0.62701,-0.25764,-1.9312,0.93791,-3.3476
-0.13886,-0.63713,-0.23382,-1.9235,0.94071,-3.3293
-0.13704,-0.6473,-0.20997,-1.9158,0.94342,-3.311
-0.13515,-0.65754,-0.18611,-1.9082,0.94605,-3.2927
-0.1332,-0.66783,-0.16224,-1.9006,0.94859,-3.2742
-0.13118,-0.67818,-0.13835,-1.8931,0.95104,-3.2558
-0.12911,-0.68859,-0.11446,-1.8856,0.9534,-3.2373
-0.12697,-0.69905,-0.090555,-1.8781,0.95567,-3.2187
-0.12477,-0.70956,-0.066649,-1.8707,0.95785,-3.2001
-0.1225,-0.72011,-0.042743,-1.8633,0.95994,-3.1814
-0.12018,-0.73072,-0.018838,-1.856,0.96195,-3.1627
-0.11778,-0.74137,0.0050627,-1.8487,0.96386,-3.1439
-0.11533,-0.75207,0.028956,-1.8415,0.96568,-3.1251
-0.11281,-0.76281,0.05284,-1.8342,0.96742,-3.1063
-0.11022,-0.77358,0.076712,-1.8271,0.96906,-3.0874
-0.10757,-0.7844,0.10057,-1.82,0.97062,-3.0685
-0.10485,-0.79526,0.12441,-1.8129,0.97208,-3.0495
-0.10206,-0.80615,0.14823,-1.8059,0.97345,-3.0305
-0.099212,-0.81707,0.17202,-1.7989,0.97474,-3.0115
-0.096295,-0.82803,0.1958,-1.7919,0.97593,-2.9924
-0.093311,-0.83902,0.21954,-1.785,0.97703,-2.9733
-0.090261,-0.85004,0.24325,-1.7782,0.97805,-2.9541
-0.087143,-0.86108,0.26693,-1.7714,0.97897,-2.935
-0.083958,-0.87215,0.29057,-1.7646,0.9798,-2.9158
-0.080706,-0.88324,0.31418,-1.7579,0.98054,-2.8965
-0.077386,-0.89436,0.33774,-1.7512,0.9812,-2.8773
-0.073998,-0.90549,0.36126,-1.7446,0.98176,-2.858
-0.070542,-0.91665,0.38474,-1.738,0.98223,-2.8386
-0.067019,-0.92782,0.40816,-1.7314,0.98261,-2.8193
-0.063427,-0.93901,0.43154,-1.7249,0.9829,-2.7999
-0.059768,-0.95021,0.45486,-1.7184,0.9831,-2.7806
-0.05604,-0.96143,0.47812,-1.712,0.98321,-2.7611
-0.052243,-0.97265,0.50133,-1.7057,0.98323,-2.7417
-0.048379,-0.98389,0.52447,-1.6993,0.98316,-2.7223
-0.044446,-0.99513,0.54755,-1.693,0.983,-2.7028
-0.040445,-1.0064,0.57056,-1.6868,0.98275,-2.6833
-0.036375,-1.0176,0.59351,-1.6806,0.98241,-2.6638
-0.032237,-1.0289,0.61638,-1.6745,0.98199,-2.6443
-0.028031,-1.0402,0.63918,-1.6683,0.98147,-2.6248
-0.023756,-1.0514,0.6619,-1.6623,0.98086,-2.6052
-0.019413,-1.0627,0.68454,-1.6563,0.98017,-2.5857
-0.015002,-1.0739,0.7071,-1.6503,0.97938,-2.5661
-0.010523,-1.0852,0.72958,-1.6444,0.97851,-2.5465
-0.0059763,-1.0964,0.75198,-1.6385,0.97755,-2.527
-0.0013614,-1.1077,0.77428,-1.6326,0.9765,-2.5074
0.0033212,-1.1189,0.79649,-1.6268,0.97536,-2.4878
0.0080714,-1.1301,0.81861,-1.621,0.97414,-2.4682
0.012889,-1.1413,0.84064,-1.6153,0.97283,-2.4486
0.017774,-1.1525,0.86257,-1.6097,0.97143,-2.429
0.022726,-1.1637,0.88439,-1.604,0.96994,-2.4093
0.027745,-1.1749,0.90612,-1.5984,0.96836,-2.3897
0.032831,-1.186,0.92774,-1.5929,0.9667,-2.3701
0.037983,-1.1972,0.94926,-1.5874,0.96496,-2.3505
0.043201,-1.2083,0.97066,-1.5819,0.96312,-2.3309
0.048486,-1.2194,0.99196,-1.5765,0.9612,-2.3113
0.053836,-1.2305,1.0131,-1.5711,0.9592,-2.2917
0.059252,-1.2415,1.0342,-1.5658,0.95711,-2.2721
0.064733,-1.2526,1.0551,-1.5605,0.95494,-2.2525
0.070279,-1.2636,1.076,-1.5553,0.95268,-2.2329
0.075889,-1.2746,1.0967,-1.55,0.95033,-2.2134
0.081564,-1.2855,1.1173,-1.5449,0.94791,-2.1938
0.087303,-1.2964,1.1377,-1.5398,0.9454,-2.1742
0.093105,-1.3073,1.1581,-1.5347,0.9428,-2.1547
0.09897,-1.3182,1.1783,-1.5296,0.94013,-2.1351
0.1049,-1.329,1.1983,-1.5246,0.93737,-2.1156
0.11089,-1.3398,1.2183,-1.5197,0.93453,-2.0961
0.11694,-1.3506,1.2381,-1.5147,0.93161,-2.0766
0.12306,-1.3613,1.2577,-1.5098,0.9286,-2.0571
0.12923,-1.372,1.2772,-1.505,0.92552,-2.0377
0.13547,-1.3827,1.2966,-1.5002,0.92236,-2.0182
0.14177,-1.3933,1.3158,-1.4954,0.91911,-1.9988
0.14812,-1.4039,1.3349,-1.4907,0.91579,-1.9794
0.15454,-1.4145,1.3539,-1.486,0.91239,-1.96
0.16101,-1.425,1.3727,-1.4814,0.90891,-1.9406
0.16755,-1.4354,1.3913,-1.4768,0.90535,-1.9213
0.17414,-1.4459,1.4098,-1.4722,0.90172,-1.902
0.18079,-1.4562,1.4282,-1.4677,0.898,-1.8827
0.18749,-1.4666,1.4463,-1.4632,0.89422,-1.8634
0.19425,-1.4769,1.4644,-1.4587,0.89035,-1.8441
0.20107,-1.4871,1.4822,-1.4543,0.88641,-1.8249
0.20794,-1.4973,1.5,-1.4499,0.8824,-1.8057
0.21487,-1.5075,1.5175,-1.4456,0.87831,-1.7865
0.22185,-1.5176,1.5349,-1.4412,0.87415,-1.7674
0.22889,-1.5277,1.5521,-1.437,0.86991,-1.7483
0.23598,-1.5377,1.5692,-1.4327,0.8656,-1.7292
0.24312,-1.5477,1.5861,-1.4285,0.86122,-1.7101
0.25031,-1.5576,1.6028,-1.4244,0.85677,-1.6911
0.25755,-1.5675,1.6193,-1.4202,0.85224,-1.6721
0.26484,-1.5773,1.6357,-1.4161,0.84765,-1.6531
0.27218,-1.5871,1.6519,-1.4121,0.84299,-1.6342
0.27957,-1.5968,1.6679,-1.408,0.83826,-1.6153
0.28701,-1.6065,1.6838,-1.404,0.83345,-1.5964
0.2945,-1.6161,1.6995,-1.4001,0.82859,-1.5776
0.30203,-1.6256,1.715,-1.3961,0.82365,-1.5588
0.30961,-1.6352,1.7303,-1.3922,0.81865,-1.5401
0.31724,-1.6446,1.7454,-1.3884,0.81358,-1.5213
0.32491,-1.654,1.7604,-1.3845,0.80845,-1.5027
0.33262,-1.6634,1.7752,-1.3807,0.80325,-1.484
0.34038,-1.6727,1.7898,-1.377,0.79799,-1.4654
0.34817,-1.6819,1.8042,-1.3732,0.79266,-1.4468
0.35602,-1.6911,1.8184,-1.3695,0.78727,-1.4283
0.3639,-1.7002,1.8325,-1.3658,0.78182,-1.4098
0.37182,-1.7093,1.8463,-1.3622,0.77631,-1.3914
0.37978,-1.7183,1.86,-1.3586,0.77074,-1.373
0.38778,-1.7273,1.8735,-1.355,0.76511,-1.3546
0.39581,-1.7362,1.8867,-1.3514,0.75942,-1.3363
0.40389,-1.7451,1.8998,-1.3479,0.75367,-1.3181
0.412,-1.7539,1.9128,-1.3444,0.74787,-1.2998
0.42014,-1.7626,1.9255,-1.3409,0.742,-1.2817
0.42832,-1.7713,1.938,-1.3375,0.73609,-1.2635
0.43653,-1.78,1.9503,-1.3341,0.73011,-1.2454
0.44478,-1.7885,1.9625,-1.3307,0.72408,-1.2274
0.45305,-1.7971,1.9744,-1.3273,0.718,-1.2094
0.46136,-1.8055,1.9862,-1.324,0.71187,-1.1914
0.4697,-1.8139,1.9977,-1.3206,0.70568,-1.1735
0.47807,-1.8223,2.0091,-1.3174,0.69944,-1.1557
0.48646,-1.8306,2.0202,-1.3141,0.69315,-1.1379
0.49488,-1.8388,2.0312,-1.3108,0.68681,-1.1201
0.50333,-1.847,2.042,-1.3076,0.68042,-1.1024
