shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint, wrist_3_joint
-0.77505,-1.1739,0.80781,-2.1161,-0.61024,-1.7465
-0.76555,-1.1727,0.81343,-2.1036,-0.59911,-1.7383
-0.75607,-1.1714,0.81906,-2.0911,-0.58795,-1.73
-0.74661,-1.1702,0.8247,-2.0786,-0.57675,-1.7217
-0.73717,-1.169,0.83036,-2.066,-0.56551,-1.7133
-0.72774,-1.1679,0.83602,-2.0534,-0.55423,-1.7049
-0.71834,-1.1667,0.84169,-2.0407,-0.54291,-1.6965
-0.70895,-1.1656,0.84738,-2.028,-0.53156,-1.6881
-0.69959,-1.1645,0.85307,-2.0153,-0.52017,-1.6796
-0.69024,-1.1634,0.85877,-2.0026,-0.50874,-1.6711
-0.68091,-1.1624,0.86447,-1.9898,-0.49728,-1.6625
-0.67161,-1.1613,0.87019,-1.977,-0.48578,-1.654
-0.66232,-1.1603,0.87591,-1.9642,-0.47425,-1.6454
-0.65306,-1.1593,0.88164,-1.9513,-0.46269,-1.6367
-0.64382,-1.1583,0.88737,-1.9384,-0.45108,-1.6281
-0.6346,-1.1574,0.89311,-1.9255,-0.43945,-1.6194
-0.6254,-1.1565,0.89886,-1.9126,-0.42778,-1.6107
-0.61622,-1.1556,0.90461,-1.8996,-0.41608,-1.6019
-0.60706,-1.1547,0.91036,-1.8866,-0.40435,-1.5931
-0.59793,-1.1538,0.91611,-1.8736,-0.39259,-1.5843
-0.58882,-1.1529,0.92187,-1.8605,-0.38079,-1.5755
-0.57973,-1.1521,0.92763,-1.8475,-0.36896,-1.5666
-0.57066,-1.1513,0.9334,-1.8344,-0.35711,-1.5577
-0.56162,-1.1505,0.93916,-1.8213,-0.34522,-1.5488
-0.5526,-1.1497,0.94493,-1.8081,-0.3333,-1.5399
-0.5436,-1.149,0.95069,-1.795,-0.32136,-1.5309
-0.53463,-1.1482,0.95646,-1.7818,-0.30938,-1.5219
-0.52568,-1.1475,0.96222,-1.7686,-0.29738,-1.5129
-0.51676,-1.1468,0.96798,-1.7553,-0.28535,-1.5039
-0.50786,-1.1462,0.97375,-1.7421,-0.2733,-1.4948
-0.49899,-1.1455,0.9795,-1.7288,-0.26121,-1.4858
-0.49014,-1.1448,0.98526,-1.7155,-0.24911,-1.4766
-0.48131,-1.1442,0.99101,-1.7022,-0.23697,-1.4675
-0.47251,-1.1436,0.99676,-1.6889,-0.22481,-1.4584
-0.46374,-1.143,1.0025,-1.6756,-0.21263,-1.4492
-0.45499,-1.1424,1.0082,-1.6622,-0.20042,-1.44
-0.44627,-1.1419,1.014,-1.6489,-0.18819,-1.4308
-0.43757,-1.1413,1.0197,-1.6355,-0.17593,-1.4216
-0.4289,-1.1408,1.0254,-1.6221,-0.16365,-1.4124
-0.42026,-1.1403,1.0311,-1.6087,-0.15135,-1.4031
-0.41164,-1.1398,1.0368,-1.5952,-0.13903,-1.3938
-0.40305,-1.1393,1.0425,-1.5818,-0.12669,-1.3845
-0.39449,-1.1389,1.0482,-1.5683,-0.11433,-1.3752
-0.38595,-1.1384,1.0539,-1.5549,-0.10194,-1.3659
-0.37744,-1.138,1.0596,-1.5414,-0.089542,-1.3566
-0.36896,-1.1376,1.0652,-1.5279,-0.07712,-1.3472
-0.36051,-1.1372,1.0709,-1.5144,-0.06468,-1.3378
-0.35208,-1.1368,1.0765,-1.5009,-0.052221,-1.3284
-0.34368,-1.1364,1.0822,-1.4874,-0.039745,-1.319
-0.33531,-1.1361,1.0878,-1.4739,-0.027252,-1.3096
-0.32697,-1.1357,1.0934,-1.4603,-0.014743,-1.3002
-0.31866,-1.1354,1.099,-1.4468,-0.0022172,-1.2908
-0.31037,-1.1351,1.1045,-1.4332,0.010324,-1.2813
-0.30212,-1.1348,1.1101,-1.4197,0.02288,-1.2718
-0.29389,-1.1345,1.1156,-1.4061,0.03545,-1.2624
-0.2857,-1.1342,1.1212,-1.3926,0.048034,-1.2529
-0.27753,-1.134,1.1267,-1.379,0.060631,-1.2434
-0.26939,-1.1337,1.1322,-1.3654,0.073242,-1.2339
-0.26128,-1.1335,1.1377,-1.3519,0.085864,-1.2244
-0.2532,-1.1332,1.1431,-1.3383,0.098499,-1.2148
-0.24516,-1.133,1.1486,-1.3247,0.11114,-1.2053
-0.23714,-1.1328,1.154,-1.3111,0.1238,-1.1958
-0.22915,-1.1326,1.1594,-1.2975,0.13647,-1.1862
-0.22119,-1.1324,1.1648,-1.284,0.14914,-1.1767
-0.21326,-1.1323,1.1701,-1.2704,0.16183,-1.1671
-0.20537,-1.1321,1.1755,-1.2568,0.17452,-1.1575
-0.1975,-1.132,1.1808,-1.2432,0.18722,-1.148
-0.18967,-1.1318,1.1861,-1.2297,0.19993,-1.1384
-0.18186,-1.1317,1.1914,-1.2161,0.21265,-1.1288
-0.17409,-1.1316,1.1966,-1.2025,0.22537,-1.1192
-0.16635,-1.1315,1.2019,-1.189,0.2381,-1.1096
-0.15864,-1.1314,1.2071,-1.1754,0.25083,-1.1
-0.15096,-1.1313,1.2123,-1.1619,0.26357,-1.0904
-0.14331,-1.1312,1.2174,-1.1483,0.27632,-1.0808
-0.1357,-1.1311,1.2226,-1.1348,0.28906,-1.0712
-0.12812,-1.1311,1.2277,-1.1212,0.30181,-1.0616
-0.12057,-1.131,1.2327,-1.1077,0.31456,-1.052
-0.11305,-1.131,1.2378,-1.0942,0.32732,-1.0424
-0.10556,-1.1309,1.2428,-1.0807,0.34007,-1.0328
-0.098106,-1.1309,1.2478,-1.0672,0.35283,-1.0232
-0.090685,-1.1309,1.2528,-1.0537,0.36559,-1.0136
-0.083296,-1.1308,1.2577,-1.0402,0.37834,-1.004
-0.075939,-1.1308,1.2626,-1.0268,0.3911,-0.99439
-0.068616,-1.1308,1.2675,-1.0133,0.40386,-0.98479
-0.061325,-1.1308,1.2723,-0.99986,0.41661,-0.97519
-0.054067,-1.1308,1.2771,-0.98643,0.42936,-0.9656
-0.046842,-1.1309,1.2819,-0.97301,0.44211,-0.956
-0.039651,-1.1309,1.2867,-0.95961,0.45485,-0.94642
-0.032492,-1.1309,1.2914,-0.94623,0.46759,-0.93683
-0.025367,-1.1309,1.2961,-0.93286,0.48033,-0.92725
-0.018276,-1.131,1.3007,-0.9195,0.49306,-0.91767
-0.011217,-1.131,1.3053,-0.90617,0.50579,-0.9081
-0.0041926,-1.1311,1.3099,-0.89285,0.51851,-0.89854
0.0027984,-1.1311,1.3145,-0.87955,0.53122,-0.88898
0.0097557,-1.1312,1.319,-0.86626,0.54392,-0.87943
0.016679,-1.1312,1.3234,-0.853,0.55662,-0.86988
0.023569,-1.1313,1.3279,-0.83975,0.56931,-0.86034
0.030425,-1.1313,1.3323,-0.82653,0.58199,-0.85081
0.037246,-1.1314,1.3366,-0.81333,0.59466,-0.84129
0.044034,-1.1315,1.341,-0.80015,0.60732,-0.83178
0.050788,-1.1316,1.3452,-0.78699,0.61997,-0.82227
0.057507,-1.1316,1.3495,-0.77385,0.63261,-0.81278
0.064192,-1.1317,1.3537,-0.76074,0.64524,-0.8033
0.070843,-1.1318,1.3578,-0.74765,0.65785,-0.79382
0.07746,-1.1319,1.362,-0.73458,0.67045,-0.78436
0.084042,-1.132,1.366,-0.72154,0.68304,-0.7749
0.09059,-1.1321,1.3701,-0.70853,0.69562,-0.76546
0.097103,-1.1321,1.3741,-0.69554,0.70818,-0.75603
0.10358,-1.1322,1.378,-0.68257,0.72072,-0.74661
0.11003,-1.1323,1.3819,-0.66964,0.73325,-0.73721
0.11644,-1.1324,1.3858,-0.65673,0.74576,-0.72782
0.12281,-1.1325,1.3896,-0.64385,0.75826,-0.71844
0.12915,-1.1326,1.3934,-0.63101,0.77074,-0.70907
0.13546,-1.1327,1.3971,-0.61819,0.7832,-0.69972
0.14173,-1.1328,1.4008,-0.6054,0.79565,-0.69039
0.14796,-1.1329,1.4044,-0.59264,0.80807,-0.68107
0.15416,-1.133,1.408,-0.57991,0.82048,-0.67176
0.16033,-1.1331,1.4116,-0.56721,0.83286,-0.66247
0.16646,-1.1332,1.4151,-0.55455,0.84523,-0.65319
0.17256,-1.1332,1.4185,-0.54192,0.85757,-0.64394
0.17862,-1.1333,1.4219,-0.52932,0.8699,-0.63469
0.18465,-1.1334,1.4253,-0.51676,0.8822,-0.62547
0.19064,-1.1335,1.4286,-0.50423,0.89447,-0.61626
0.1966,-1.1336,1.4318,-0.49174,0.90673,-0.60707
0.20252,-1.1337,1.435,-0.47928,0.91896,-0.5979
0.20841,-1.1337,1.4382,-0.46686,0.93117,-0.58875
0.21426,-1.1338,1.4413,-0.45448,0.94335,-0.57962
0.22008,-1.1339,1.4443,-0.44213,0.95551,-0.5705
0.22586,-1.134,1.4473,-0.42982,0.96764,-0.56141
0.23161,-1.134,1.4502,-0.41756,0.97974,-0.55234
0.23732,-1.1341,1.4531,-0.40532,0.99182,-0.54328
0.24299,-1.1341,1.456,-0.39313,1.0039,-0.53425
0.24864,-1.1342,1.4588,-0.38098,1.0159,-0.52523
0.25424,-1.1342,1.4615,-0.36887,1.0279,-0.51624
0.25982,-1.1343,1.4642,-0.3568,1.0399,-0.50727
0.26535,-1.1343,1.4668,-0.34478,1.0518,-0.49833
0.27086,-1.1344,1.4693,-0.33279,1.0637,-0.4894
0.27633,-1.1344,1.4718,-0.32085,1.0756,-0.4805
0.28176,-1.1344,1.4743,-0.30895,1.0874,-0.47162
0.28716,-1.1344,1.4767,-0.2971,1.0992,-0.46276
0.29252,-1.1345,1.479,-0.28529,1.111,-0.45393
0.29785,-1.1345,1.4813,-0.27352,1.1227,-0.44512
0.30314,-1.1345,1.4835,-0.2618,1.1345,-0.43633
0.3084,-1.1345,1.4857,-0.25013,1.1461,-0.42757
0.31363,-1.1345,1.4878,-0.2385,1.1578,-0.41884
0.31882,-1.1344,1.4898,-0.22692,1.1694,-0.41012
0.32397,-1.1344,1.4918,-0.21538,1.181,-0.40144
0.32909,-1.1344,1.4938,-0.2039,1.1925,-0.39278
0.33418,-1.1343,1.4956,-0.19246,1.204,-0.38415
0.33923,-1.1343,1.4974,-0.18107,1.2155,-0.37554
0.34425,-1.1343,1.4992,-0.16973,1.2269,-0.36696
0.34923,-1.1342,1.5009,-0.15845,1.2383,-0.3584
0.35418,-1.1341,1.5025,-0.14721,1.2497,-0.34988
0.35909,-1.1341,1.5041,-0.13602,1.261,-0.34138
0.36397,-1.134,1.5056,-0.12488,1.2723,-0.33291
0.36881,-1.1339,1.507,-0.1138,1.2835,-0.32446
0.37363,-1.1338,1.5084,-0.10277,1.2947,-0.31605
0.3784,-1.1337,1.5097,-0.091791,1.3058,-0.30766
0.38315,-1.1336,1.5109,-0.080866,1.317,-0.2993
0.38785,-1.1334,1.5121,-0.069994,1.328,-0.29097
0.39253,-1.1333,1.5132,-0.059177,1.3391,-0.28267
0.39717,-1.1331,1.5143,-0.048415,1.3501,-0.2744
0.40178,-1.133,1.5153,-0.037707,1.361,-0.26616
0.40635,-1.1328,1.5162,-0.027056,1.3719,-0.25795
0.41089,-1.1327,1.5171,-0.016461,1.3828,-0.24977
0.4154,-1.1325,1.5178,-0.0059218,1.3936,-0.24163
0.41987,-1.1323,1.5186,0.0045599,1.4043,-0.23351
0.42431,-1.1321,1.5192,0.014984,1.4151,-0.22542
0.42872,-1.1319,1.5198,0.02535,1.4257,-0.21736
0.43309,-1.1316,1.5204,0.035658,1.4364,-0.20934
0.43743,-1.1314,1.5208,0.045908,1.447,-0.20135
0.44174,-1.1311,1.5212,0.056097,1.4575,-0.19339
0.44601,-1.1309,1.5215,0.066228,1.468,-0.18546
0.45025,-1.1306,1.5218,0.076298,1.4784,-0.17756
0.45446,-1.1303,1.522,0.086307,1.4888,-0.1697
0.45863,-1.13,1.5221,0.096256,1.4991,-0.16187
0.46278,-1.1297,1.5221,0.10614,1.5094,-0.15407
0.46688,-1.1294,1.5221,0.11597,1.5197,-0.14631
0.47096,-1.1291,1.522,0.12573,1.5299,-0.13858
0.47501,-1.1287,1.5219,0.13543,1.54,-0.13088
0.47902,-1.1284,1.5216,0.14507,1.5501,-0.12322
0.483,-1.128,1.5214,0.15464,1.5601,-0.11559
0.48695,-1.1276,1.521,0.16415,1.5701,-0.108
0.49087,-1.1272,1.5205,0.1736,1.5801,-0.10044
0.49475,-1.1268,1.52,0.18298,1.5899,-0.092912
0.4986,-1.1264,1.5195,0.1923,1.5998,-0.085422
0.50242,-1.126,1.5188,0.20155,1.6095,-0.077967
0.50621,-1.1255,1.5181,0.21074,1.6193,-0.070547
0.50997,-1.1251,1.5173,0.21985,1.6289,-0.063163
0.5137,-1.1246,1.5164,0.22891,1.6385,-0.055814
0.5174,-1.1241,1.5155,0.23789,1.6481,-0.048501
0.52106,-1.1236,1.5145,0.24681,1.6576,-0.041224
0.5247,-1.1231,1.5134,0.25566,1.667,-0.033983
0.5283,-1.1226,1.5122,0.26445,1.6764,-0.026779
0.53187,-1.1221,1.511,0.27316,1.6857,-0.01961
0.53541,-1.1215,1.5097,0.28181,1.695,-0.012479
0.53892,-1.1209,1.5083,0.29038,1.7042,-0.0053835
0.54241,-1.1203,1.5069,0.29889,1.7134,0.0016747
0.54586,-1.1197,1.5053,0.30733,1.7225,0.0086958
0.54928,-1.1191,1.5037,0.3157,1.7315,0.01568
0.55267,-1.1185,1.5021,0.32399,1.7405,0.022627
0.55603,-1.1179,1.5003,0.33222,1.7494,0.029536
0.55936,-1.1172,1.4985,0.34038,1.7582,0.036408
0.56267,-1.1165,1.4966,0.34846,1.767,0.043242
0.56594,-1.1158,1.4946,0.35647,1.7758,0.050038
0.56918,-1.1151,1.4926,0.36441,1.7844,0.056797
0.5724,-1.1144,1.4905,0.37228,1.793,0.063517
0.57558,-1.1137,1.4883,0.38008,1.8016,0.070199
0.57874,-1.1129,1.486,0.3878,1.8101,0.076843
0.58187,-1.1122,1.4837,0.39545,1.8185,0.083449
0.58497,-1.1114,1.4812,0.40303,1.8269,0.090016
0.58804,-1.1106,1.4788,0.41053,1.8351,0.096545
0.59108,-1.1098,1.4762,0.41796,1.8434,0.10303
0.5941,-1.1089,1.4735,0.42531,1.8515,0.10949
0.59709,-1.1081,1.4708,0.43259,1.8597,0.1159
0.60005,-1.1072,1.468,0.4398,1.8677,0.12227
0.60298,-1.1063,1.4651,0.44692,1.8757,0.12861
0.60588,-1.1054,1.4622,0.45398,1.8836,0.1349
0.60876,-1.1045,1.4592,0.46096,1.8914,0.14116
0.61161,-1.1036,1.4561,0.46786,1.8992,0.14737
0.61444,-1.1026,1.4529,0.47468,1.9069,0.15355
0.61723,-1.1017,1.4496,0.48143,1.9145,0.15969
0.62,-1.1007,1.4463,0.48811,1.9221,0.16579
0.62275,-1.0997,1.4429,0.4947,1.9296,0.17185
0.62547,-1.0987,1.4394,0.50122,1.9371,0.17787
0.62816,-1.0977,1.4359,0.50766,1.9444,0.18385
0.63082,-1.0966,1.4322,0.51402,1.9517,0.18979
0.63346,-1.0956,1.4285,0.52031,1.959,0.19569
0.63608,-1.0945,1.4247,0.52652,1.9662,0.20155
0.63867,-1.0934,1.4209,0.53265,1.9733,0.20737
0.64123,-1.0923,1.4169,0.5387,1.9803,0.21315
0.64377,-1.0911,1.4129,0.54467,1.9872,0.21889
0.64628,-1.09,1.4088,0.55056,1.9941,0.22459
0.64877,-1.0888,1.4047,0.55638,2.0009,0.23025
0.65124,-1.0876,1.4004,0.56211,2.0077,0.23588
0.65368,-1.0864,1.3961,0.56777,2.0144,0.24146
0.65609,-1.0852,1.3917,0.57334,2.021,0.247
0.65849,-1.084,1.3872,0.57884,2.0275,0.2525
0.66086,-1.0827,1.3827,0.58425,2.034,0.25796
0.6632,-1.0814,1.378,0.58959,2.0404,0.26338
0.66552,-1.0801,1.3733,0.59484,2.0467,0.26876
0.66782,-1.0788,1.3686,0.60002,2.0529,0.2741
0.6701,-1.0775,1.3637,0.60511,2.0591,0.2794
0.67235,-1.0762,1.3588,0.61012,2.0652,0.28466
0.67458,-1.0748,1.3538,0.61505,2.0713,0.28989
0.67679,-1.0734,1.3487,0.61991,2.0772,0.29507
0.67897,-1.072,1.3435,0.62467,2.0831,0.30021
0.68114,-1.0706,1.3383,0.62936,2.0889,0.30531
0.68328,-1.0692,1.333,0.63397,2.0946,0.31037
0.6854,-1.0677,1.3276,0.63849,2.1003,0.31539
0.6875,-1.0663,1.3221,0.64294,2.1059,0.32037
0.68957,-1.0648,1.3166,0.6473,2.1114,0.32531
0.69163,-1.0633,1.311,0.65158,2.1169,0.33021
0.69367,-1.0618,1.3053,0.65577,2.1222,0.33507
0.69568,-1.0602,1.2995,0.65989,2.1275,0.33989
0.69767,-1.0587,1.2937,0.66392,2.1327,0.34467
0.69965,-1.0571,1.2877,0.66787,2.1379,0.34942
0.7016,-1.0555,1.2818,0.67174,2.1429,0.35412
0.70354,-1.0539,1.2757,0.67552,2.1479,0.35878
0.70545,-1.0523,1.2695,0.67922,2.1528,0.3634
0.70735,-1.0506,1.2633,0.68284,2.1577,0.36799
0.70922,-1.049,1.257,0.68638,2.1624,0.37253
0.71108,-1.0473,1.2507,0.68983,2.1671,0.37703
0.71292,-1.0456,1.2442,0.6932,2.1717,0.3815
0.71473,-1.0439,1.2377,0.69649,2.1762,0.38592
0.71654,-1.0422,1.2311,0.69969,2.1807,0.39031
0.71832,-1.0404,1.2245,0.70281,2.1851,0.39466
0.72008,-1.0386,1.2178,0.70585,2.1894,0.39896
0.72183,-1.0369,1.211,0.70881,2.1936,0.40323
0.72356,-1.0351,1.2041,0.71168,2.1978,0.40746
0.72527,-1.0332,1.1971,0.71446,2.2018,0.41166
0.72697,-1.0314,1.1901,0.71717,2.2058,0.41581
0.72864,-1.0295,1.183,0.71979,2.2097,0.41992
0.73031,-1.0277,1.1758,0.72233,2.2136,0.424
0.73195,-1.0258,1.1686,0.72478,2.2173,0.42803
0.73358,-1.0239,1.1613,0.72715,2.221,0.43203
0.73519,-1.022,1.1539,0.72944,2.2246,0.43599
0.73679,-1.02,1.1464,0.73164,2.2281,0.43992
0.73837,-1.0181,1.1389,0.73376,2.2316,0.4438
0.73993,-1.0161,1.1313,0.7358,2.2349,0.44765
0.74148,-1.0141,1.1236,0.73776,2.2382,0.45145
0.74302,-1.0121,1.1159,0.73963,2.2414,0.45522
0.74454,-1.0101,1.1081,0.74141,2.2446,0.45896
0.74605,-1.008,1.1002,0.74312,2.2476,0.46265
0.74754,-1.006,1.0923,0.74474,2.2506,0.46631
0.74902,-1.0039,1.0843,0.74627,2.2535,0.46993
0.75048,-1.0018,1.0762,0.74773,2.2563,0.47352
0.75193,-0.99971,1.068,0.7491,2.2591,0.47706
0.75337,-0.99758,1.0598,0.75038,2.2617,0.48058
0.75479,-0.99545,1.0515,0.75159,2.2643,0.48405
0.7562,-0.99329,1.0431,0.75271,2.2668,0.48749
0.7576,-0.99112,1.0347,0.75375,2.2692,0.49089
0.75899,-0.98893,1.0262,0.7547,2.2716,0.49425
0.76036,-0.98673,1.0176,0.75558,2.2738,0.49758
0.76172,-0.98451,1.009,0.75637,2.276,0.50087
0.76307,-0.98228,1.0003,0.75707,2.2781,0.50413
0.76441,-0.98003,0.99154,0.7577,2.2802,0.50735
0.76573,-0.97776,0.98271,0.75824,2.2821,0.51054
0.76705,-0.97548,0.97381,0.7587,2.284,0.51369
0.76835,-0.97319,0.96485,0.75908,2.2858,0.5168
0.76965,-0.97088,0.95582,0.75937,2.2875,0.51988
0.77093,-0.96855,0.94673,0.75958,2.2891,0.52293
0.7722,-0.96621,0.93758,0.75971,2.2907,0.52594
0.77346,-0.96385,0.92836,0.75976,2.2921,0.52892
0.77472,-0.96148,0.91907,0.75973,2.2935,0.53186
0.77596,-0.95909,0.90972,0.75962,2.2948,0.53477
0.77719,-0.95669,0.90031,0.75942,2.2961,0.53764
0.77842,-0.95428,0.89084,0.75914,2.2972,0.54048
0.77963,-0.95185,0.88131,0.75878,2.2983,0.54329
0.78084,-0.94941,0.87171,0.75834,2.2993,0.54606
0.78204,-0.94695,0.86205,0.75782,2.3002,0.5488
0.78323,-0.94448,0.85233,0.75722,2.3011,0.55151
0.78441,-0.94199,0.84255,0.75654,2.3018,0.55418
0.78559,-0.93949,0.83271,0.75577,2.3025,0.55682
0.78675,-0.93698,0.82281,0.75493,2.3031,0.55943
0.78791,-0.93446,0.81285,0.75401,2.3037,0.56201
0.78907,-0.93192,0.80283,0.753,2.3041,0.56456
0.79021,-0.92936,0.79275,0.75192,2.3045,0.56707
0.79135,-0.9268,0.78262,0.75076,2.3048,0.56955
0.79248,-0.92422,0.77242,0.74951,2.305,0.572
0.79361,-0.92163,0.76217,0.74819,2.3051,0.57442
0.79473,-0.91903,0.75186,0.74679,2.3052,0.57681
0.79585,-0.91641,0.74149,0.74531,2.3051,0.57917
0.79696,-0.91378,0.73107,0.74375,2.305,0.58149
0.79806,-0.91114,0.72059,0.74211,2.3049,0.58379
0.79916,-0.90849,0.71006,0.7404,2.3046,0.58606
0.80025,-0.90582,0.69947,0.7386,2.3043,0.5883
0.80134,-0.90315,0.68883,0.73673,2.3039,0.5905
0.80243,-0.90046,0.67813,0.73478,2.3034,0.59268
0.80351,-0.89776,0.66738,0.73275,2.3028,0.59483
0.80458,-0.89505,0.65658,0.73065,2.3022,0.59695
0.80566,-0.89233,0.64572,0.72847,2.3015,0.59904
0.80673,-0.8896,0.63481,0.72621,2.3007,0.6011
0.80779,-0.88686,0.62385,0.72387,2.2998,0.60314
0.80886,-0.8841,0.61284,0.72146,2.2988,0.60514
0.80992,-0.88134,0.60177,0.71897,2.2978,0.60712
0.81097,-0.87856,0.59066,0.71641,2.2967,0.60907
0.81203,-0.87578,0.5795,0.71377,2.2955,0.611
0.81308,-0.87299,0.56829,0.71106,2.2943,0.61289
0.81413,-0.87018,0.55702,0.70827,2.2929,0.61476
0.81518,-0.86737,0.54571,0.70541,2.2915,0.61661
0.81623,-0.86455,0.53436,0.70247,2.2901,0.61842
0.81728,-0.86172,0.52295,0.69945,2.2885,0.62021
0.81832,-0.85887,0.5115,0.69637,2.2869,0.62198
0.81937,-0.85603,0.5,0.69321,2.2852,0.62372
0.82041,-0.85317,0.48845,0.68997,2.2834,0.62543
0.82146,-0.8503,0.47686,0.68667,2.2815,0.62712
0.8225,-0.84743,0.46523,0.68329,2.2796,0.62879
0.82355,-0.84454,0.45355,0.67983,2.2776,0.63043
0.82459,-0.84165,0.44183,0.67631,2.2755,0.63204
0.82563,-0.83876,0.43006,0.67271,2.2733,0.63364
0.82668,-0.83585,0.41825,0.66905,2.2711,0.6352
0.82772,-0.83294,0.4064,0.66531,2.2688,0.63675
0.82877,-0.83002,0.39451,0.6615,2.2664,0.63827
0.82982,-0.82709,0.38257,0.65761,2.264,0.63977
0.83087,-0.82416,0.3706,0.65366,2.2615,0.64124
0.83192,-0.82122,0.35858,0.64964,2.2589,0.6427
0.83298,-0.81827,0.34653,0.64555,2.2562,0.64413
0.83403,-0.81532,0.33443,0.64139,2.2535,0.64554
0.83509,-0.81236,0.3223,0.63716,2.2507,0.64693
0.83615,-0.8094,0.31013,0.63286,2.2478,0.64829
0.83721,-0.80643,0.29792,0.62849,2.2448,0.64964
0.83828,-0.80346,0.28568,0.62406,2.2418,0.65096
0.83935,-0.80048,0.2734,0.61955,2.2387,0.65227
0.84042,-0.7975,0.26108,0.61498,2.2355,0.65355
0.8415,-0.79451,0.24873,0.61035,2.2323,0.65482
0.84258,-0.79152,0.23635,0.60564,2.229,0.65606
0.84366,-0.78852,0.22393,0.60087,2.2256,0.65729
0.84475,-0.78552,0.21148,0.59604,2.2222,0.65849
0.84585,-0.78252,0.19899,0.59113,2.2186,0.65968
0.84694,-0.77951,0.18647,0.58617,2.2151,0.66085
0.84805,-0.7765,0.17393,0.58114,2.2114,0.662
0.84915,-0.77349,0.16135,0.57604,2.2077,0.66313
0.85027,-0.77047,0.14873,0.57088,2.2039,0.66425
0.85139,-0.76745,0.13609,0.56565,2.2,0.66535
0.85251,-0.76443,0.12343,0.56037,2.1961,0.66643
0.85364,-0.76141,0.11073,0.55502,2.1921,0.66749
0.85478,-0.75838,0.098002,0.5496,2.188,0.66854
0.85592,-0.75536,0.085249,0.54413,2.1839,0.66957
0.85707,-0.75233,0.072469,0.53859,2.1797,0.67058
0.85822,-0.7493,0.059663,0.53299,2.1754,0.67158
0.85938,-0.74627,0.046831,0.52733,2.1711,0.67257
0.86055,-0.74324,0.033975,0.52161,2.1667,0.67354
0.86173,-0.74021,0.021094,0.51583,2.1623,0.67449
0.86291,-0.73718,0.0081893,0.50999,2.1577,0.67543
0.8641,-0.73415,-0.0047383,0.50409,2.1531,0.67636
0.8653,-0.73112,-0.017688,0.49813,2.1485,0.67727
0.86651,-0.72809,-0.03066,0.49212,2.1438,0.67817
0.86772,-0.72506,-0.043653,0.48604,2.139,0.67905
0.86894,-0.72203,-0.056667,0.47991,2.1341,0.67993
0.87018,-0.719,-0.069701,0.47372,2.1292,0.68079
0.87142,-0.71598,-0.082754,0.46747,2.1243,0.68163
0.87266,-0.71296,-0.095825,0.46117,2.1192,0.68247
0.87392,-0.70993,-0.10891,0.45481,2.1141,0.68329
0.87519,-0.70692,-0.12202,0.4484,2.109,0.6841
0.87647,-0.7039,-0.13515,0.44193,2.1038,0.6849
0.87775,-0.70089,-0.14829,0.4354,2.0985,0.68569
0.87905,-0.69788,-0.16144,0.42882,2.0931,0.68647
0.88035,-0.69487,-0.17461,0.42219,2.0877,0.68724
0.88167,-0.69186,-0.1878,0.4155,2.0823,0.688
0.88299,-0.68886,-0.20099,0.40876,2.0768,0.68875
0.88433,-0.68587,-0.2142,0.40197,2.0712,0.68949
0.88568,-0.68288,-0.22743,0.39513,2.0655,0.69022
0.88703,-0.67989,-0.24066,0.38823,2.0598,0.69094
0.8884,-0.67691,-0.25391,0.38129,2.0541,0.69165
0.88978,-0.67393,-0.26716,0.37429,2.0483,0.69236
0.89117,-0.67096,-0.28043,0.36724,2.0424,0.69305
0.89257,-0.66799,-0.29371,0.36015,2.0365,0.69374
0.89399,-0.66503,-0.30699,0.353,2.0305,0.69442
0.89541,-0.66208,-0.32028,0.34581,2.0244,0.6951
0.89685,-0.65913,-0.33358,0.33856,2.0183,0.69577
0.8983,-0.65619,-0.34688,0.33127,2.0122,0.69643
0.89976,-0.65326,-0.36019,0.32393,2.006,0.69708
0.90123,-0.65033,-0.37351,0.31655,1.9997,0.69773
0.90272,-0.64741,-0.38682,0.30912,1.9934,0.69837
0.90422,-0.6445,-0.40015,0.30164,1.987,0.69901
0.90573,-0.6416,-0.41347,0.29412,1.9806,0.69965
0.90725,-0.6387,-0.4268,0.28655,1.9741,0.70027
0.90879,-0.63582,-0.44013,0.27894,1.9676,0.7009
0.91034,-0.63294,-0.45346,0.27128,1.961,0.70152
0.9119,-0.63007,-0.46679,0.26358,1.9544,0.70213
0.91348,-0.62721,-0.48013,0.25583,1.9477,0.70275
0.91507,-0.62436,-0.49346,0.24805,1.941,0.70336
0.91668,-0.62152,-0.50678,0.24022,1.9342,0.70396
0.91829,-0.61869,-0.52011,0.23235,1.9273,0.70457
0.91993,-0.61587,-0.53343,0.22444,1.9204,0.70517
0.92157,-0.61306,-0.54675,0.21649,1.9135,0.70577
0.92323,-0.61026,-0.56007,0.2085,1.9065,0.70636
0.92491,-0.60747,-0.57338,0.20047,1.8995,0.70696
0.9266,-0.6047,-0.58669,0.1924,1.8924,0.70755
0.9283,-0.60193,-0.59998,0.18429,1.8853,0.70815
0.93002,-0.59918,-0.61328,0.17614,1.8781,0.70874
0.93176,-0.59644,-0.62656,0.16795,1.8709,0.70933
0.93351,-0.59371,-0.63984,0.15973,1.8636,0.70993
0.93527,-0.591,-0.6531,0.15147,1.8563,0.71052
